county,latitude,longitude,crop_name,soil_pH,nitrogen,phosphorus,potassium,organic_carbon,calcium,magnesium,target_fertilizer,rich_advice_text
Bungoma,0.584402978,34.53727722,Maize & Sunflower,4.68,0.19,50.0,0.18,1.88,1.0,0.38,NPK 17:17:17,"The soil pH is acidic for crops' growth. Nitrogen, potassium, calcium, magnesium and copper are low. Soil organic matter is moderate. During land preparation apply 7t/ha of well decomposed manure or compost and 500kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.683893979,34.57180786,Maize & Sunflower,5.38,0.18,15.0,1.0,1.88,2.4,2.29,NPK 23:23:0,"The soil is satisfactory for crops' growth.  Nitrogen, phosphorus and copper are low while soil organic matter is moderate. During land preparation apply 7t/ha of well decomposed manure or compost through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 23:23:0  fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 23:23:0 fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.5695,34.5584,Maize & Sunflower,4.13,0.1,20.0,0.12,1.05,0.8,0.23,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are low except manganese and iron. Organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 1000kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting.  At land preparation apply 13 kg/ha of zinc sulphate and 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.670220971,34.52576447,Maize & Sunflower,4.44,0.1,5.0,0.2,1.19,1.0,0.87,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are deficient except iron and manganese. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 600 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of zinc sulphate and 13 kg/ha of copper sulphate through broadcasting where these minor nutrients are deficient. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.5695,34.5584,Maize & Sunflower,4.86,0.1,5.0,0.2,0.75,1.0,0.5,NPK 17:17:17,"The soil pH is acidic for crops' growth. All nutrients are deficient except iron and manganese. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 600 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of zinc sulphate and 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.5695,34.5584,Maize & Sunflower,3.8,0.11,10.0,0.1,0.97,0.8,0.28,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are deficient except iron and manganese. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 1000 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of zinc sulphate and 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.5695,34.5584,Maize & Sunflower,3.48,0.07,5.0,0.06,0.65,0.4,0.49,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are deficient except iron and manganese. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 800 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of zinc sulphate and 13 kg/ha of copper sulphate through broadcasting where these minor nutrients are deficient. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.611440003,34.6687088,Maize & Sunflower,4.45,0.05,15.0,0.14,0.69,0.6,0.15,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are deficient except iron, manganese and zinc. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 600 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.529039025,34.59827805,Maize & Sunflower,4.38,0.15,10.0,0.1,1.38,0.8,0.32,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are deficient except iron, manganese and zinc. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 600 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.5695,34.5584,Maize & Sunflower,4.6,0.1,5.0,0.06,1.22,1.2,0.28,NPK 17:17:17,"The soil pH is acidic for crops' growth. All nutrients are deficient except iron, manganese and zinc. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 500 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.5695,34.5584,Maize & Sunflower,3.67,0.1,25.0,0.14,1.09,0.8,0.14,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are deficient except iron, manganese and zinc. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 800 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.5695,34.5584,Maize & Sunflower,4.05,0.1,10.0,0.12,1.01,0.6,0.13,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are deficient except iron, manganese and zinc. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 800 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.469565004,34.57272339,Maize & Sunflower,3.8,0.1,10.0,0.1,0.94,0.6,0.09,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are deficient except iron, manganese and zinc. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 800 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.603892028,34.48449326,Maize & Sunflower,3.83,0.1,20.0,0.14,0.85,0.6,0.04,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are deficient except iron, manganese and zinc. Soil organic matter is low. During land preparation apply 10t/ha of well decomposed manure or compost and 800 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.5695,34.5584,Maize & Sunflower,4.44,0.15,5.0,0.1,1.35,0.8,0.38,NPK 17:17:17,"The soil pH is very acidic for crops' growth.  All nutrients are deficient except iron, manganese and zinc. Soil organic matter is moderate. During land preparation apply 7 t/ha of well decomposed manure or compost and 800 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are about to flower. Sun flower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
Bungoma,0.623646021,34.66409683,Maize & Sunflower,4.01,0.15,15.0,0.26,1.38,0.8,0.69,NPK 17:17:17,"The soil pH is very acidic for crops' growth. All nutrients are deficient except potassium, iron, manganese and zinc. Soil organic matter is moderate. During land preparation apply 7 t/ha of well decomposed manure or compost and 800 kg/ha of dolomitic lime to improve pH, calcium and magnesium through broadcasting. At land preparation apply 13 kg/ha of copper sulphate through broadcasting. Maize:  At planting apply 400 kg/ha of N:P:K 17:17:17 or 19:19:19 fertilizer as a basal dressing. When maize is about knee high, top dress with 200 kg/ha of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering.    Sunflower: At planting apply 300 kg/ha of N:P:K 17:17:17 or 19:19:19  fertilizer. Top dress with 100 kg/ha of CAN fertilizer when the crop is 20 cm high."
