county,crop,soil_pH,nitrogen,organic_carbon,phosphorus,potassium,fertilizer_Recommendation,target_fertilizer
Uasin Gishu,Maize,4.89,0.15,1.65,20.0,0.94,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content in the field KOFC 75 apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,5.16,0.18,2.06,10.0,1.08,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content in the field KOFC 75 apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,4.69,0.15,1.62,10.0,0.5,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content in the fields KOFC 77 & 78 apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,4.37,0.15,1.56,15.0,0.46,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content in the fields KOFC 77 & 78 apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Fruit Trees,5.7,0.15,1.61,10.0,0.26,"The soil reaction (pH) is satisfactory for trees' growth. Nitrogen, phosphorus and zinc are deficient. Soil organic matter content should be improved. 
Fruit trees: At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of N:P:K 17:17:17 fertilizer and top soil per planting hole. Top dress with 100 gm per tree of CAN in split applications 1-2 weeks after the onset of the rains. To correct zinc deficiency spray growing trees with a foliar feed containing zinc before flowering. To determine the right amount of fertilizers the soil should be tested annually.",NPK 17:17:17
Kericho,Capsicum,6.31,0.3,3.2,50.0,0.92,"The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content is sufficient. At land preparation apply 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Capsicum (Pepper): At planting apply 50 kg/acre of N:P:K 23:23:0 fertilizer. When plants are 15 cm high top dress with 50 kg/acre of calcium ammonium nitrate (CAN). Four weeks later apply 100 kg/acre of CAN. 
Melons: At planting apply 50 kg/acre of N:P:K 23:23:0. After thinning top dress with 50 kg/acre of CAN followed by 100 kg/acre of CAN prior to flowering. 
Onion: At planting time apply along the drill line 50 kg/acre of N:P:K 23:23:0. Mix well with the soil. One month after planting top dress with 50 kg/acre of CAN. ",NPK 23:23:0
Uasin Gishu,Maize,5.07,0.18,1.92,5.0,0.9,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content in the fields KOFC 77 & 78 apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Bungoma,Capsicum,5.33,0.15,1.36,5.0,0.4,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. At land preparation apply 2 tons/acre of well decomposed manure or compost. Mix well with the soil. 
Capsicum: At planting apply 150 kg/acre of N:P:K 23:23:0 fertilizer. When plants are 15 cm high top dress with 50 kg/acre of CAN. Four weeks later apply 100 kg/acre of CAN. 
Tomato: At planting time apply 150 kg/acre of N:P:K 23:23:0. At the start of flowering apply 100 kg/acre of CAN. At early fruiting stage top dress with 50 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,5.49,0.13,1.42,5.0,0.48,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content in the fields KOFC 77 & 78 apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,5.17,0.13,1.54,5.0,0.65,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,4.86,0.22,2.44,5.0,0.36,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,4.55,0.22,2.5,10.0,0.42,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,5.24,0.18,2.16,20.0,1.48,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,5.62,0.22,2.41,15.0,1.5,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth except for the fields KOFC 87 & 88 where it is satisfactory. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content in the fields KOFC 89 & 90 apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,5.54,0.15,1.44,15.0,0.9,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth except for the fields KOFC 87 & 88 where it is satisfactory. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content in the fields KOFC 89 & 90 apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,5.14,0.15,1.62,15.0,0.64,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth except for the fields KOFC 87 & 88 where it is satisfactory. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content in the fields KOFC 89 & 90 apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
Uasin Gishu,Maize,4.65,0.21,2.38,15.0,0.38,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for plants' growth except for the fields KOFC 87 & 88 where it is satisfactory. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content in the fields KOFC 89 & 90 apply 300 kg/acre of agricultural lime at least 4 weeks before planting. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 3 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. When maize is about a knee high top dress with 60 kg/acre of calcium ammonium nitrate (CAN). 
Wheat: At planting time apply by spreading 100 kg/acre of N:P:K 23:23:0. 
Pasture grass: Apply 100 kg/acre of N:P:K 23:23:0. ",NPK 23:23:0
